Processo,Ano,Tipo,Situação,Ementa,Protocolo,Data
6519,2021,Indicação,Tramitando,"Solicita à Prefeitura, por meio da Secretaria de Saúde, que adote os procedimentos necessários para a inclusão dos professores eventuais de São José dos Campos no programa de imunização contra a covid-19 adotado na cidade",8516,24/05/2021
6518,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de poda de grama na Praça Nadir Bertolini, localizada no bairro Bosque dos Eucaliptos. ",8515,24/05/2021
6517,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO DE EXAME (PROVA DE FUNÇÃO PULMONAR COMPLETA) URGENTE, para o Sr. Carlos César da Silva .

",8514,24/05/2021
6516,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal a implantação de placas de proibido estacionar em todas as ruas do Bairro Campo Belo. 
,8513,24/05/2021
6515,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal estudo técnico para implantação de radares ou outras medidas cabíveis para redução de velocidade, na Avenida Salinas, no bairro Bosque dos Eucalíptos.",8512,24/05/2021
6514,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a implantação de muretas de contenção na Praça Luiz Vaz de Camões, no bairro Jardim  Oriente.",8511,24/05/2021
6513,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal a realização do censo de inclusão da pessoa com deficiência ou com mobilidade reduzida que residem no Município.,8510,24/05/2021
6512,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal que os benefícios da Lei Federal 8.742/1993, que dispõe sobre a organização da assistência social seja estendido também as crianças e adolescentes abandonados ou órfãos de pai e mãe.",8509,24/05/2021
6511,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a revitalização da área verde localizada no final da Rua Homero Malinverno, no bairro Residencial União.",8508,24/05/2021
6510,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal estudo para a implantação de um semáforo no cruzamento da Avenida Artur Antonio dos Santos com a Rua Olímpio de Lima, no bairro Jardim Morumbi.",8507,24/05/2021
6509,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o conserto do banco da Praça José Rodrigues dos Santos Neto, localizada na Rua José Alves dos Santos, bairro Floradas de São José. ",8506,24/05/2021
6508,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de rebaixamento de guia para cadeirantes em frente ao número 35, na Rua das Dálias, bairro Jardim Motorama.",8505,24/05/2021
6507,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de melhoria na sinalização de placas de trânsito, localizadas na Rua das Dálias, bairro Jardim Motorama.",8504,24/05/2021
6506,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de destoca na Rua das Dálias, em frente ao número 76, bairro Jardim Motorama. ",8503,24/05/2021
6505,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a instalação de placas com os dizeres: "Recolha os dejetos do seu animal. Infratores estão sujeitos à multa, conforme Lei Municipal nº 7088/2006.”, no entorno da pista de caminhada da Praça José Rodrigues dos Santos Neto, localizada na Rua José Alves dos Santos, bairro Floradas de São José. ",8502,24/05/2021
6504,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de desentupimento do bebedouro localizado no espaço canino da Praça José Rodrigues dos Santos Neto, situada na Rua José Alves dos Santos, bairro Floradas de São José.",8501,24/05/2021
6503,2021,Requerimento,Tramitando,"Solicita à EDP São Paulo o serviço de poda da árvore localizada na Rua Baklos Yossef Alwan, em frente ao número 152, bairro Jardim das Indústrias.",8500,24/05/2021
6502,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a recomposição da calçada localizada na Rua Noruega, em frente ao número 515, bairro Vila Nair.",8499,24/05/2021
6501,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal o serviço de poda (com cesto) da copa da árvore localizada na Rua Noruega, ao lado do número 515, bairro Vila Nair.",8498,24/05/2021
6500,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a implantação de iluminação pública na extensão da 4º travessa da Estrada Municipal do Bairro do Turvo, entre o número 5373 e a subida da represa.",8497,24/05/2021
6498,2021,Documentos Diversos,Tramitando,"Encaminha o protocolo nº 37 - São José dos Campos 302/19 - medição 19 - contrato 329/19 - Construção da EMEI Jardim Santa Hermínia - nota fiscal 1545 - valor R$ 33.569,29.",8495,24/05/2021
6497,2021,Documentos Diversos,Tramitando,"Encaminha informações das transferências de recursos da União (constitucional, legal e voluntária) ao município referentes ao mês de abril de 2021.",8494,24/05/2021
6487,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal a realização de serviço de varrição no Bairro Residencial Jardim das Flores.,8476,21/05/2021
6486,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização de poda em árvore localizada na Rua Dos Comerciantes, próximo ao nº 101, Bairro Jardim Valparaiba.",8475,21/05/2021
6485,2021,Indicação,Tramitando,Solicita à Prefeitura Municipal a implantação de poste com dois braços na UPA de Eugênio de Melo.,8474,21/05/2021
6484,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça José Ricardo Monteiro Rodrigues, situada na Rua Myoko Morino, no bairro Jardim Helena no Programa Minha Praça de Volta.",8473,21/05/2021
6483,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça Assis Chateaubriand, situada na Rua Alfen Junqueira Pereira, bairro Vila Tesouro no Programa Minha Praça de Volta.",8472,21/05/2021
6482,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça João Batista Peneluppi, situada no bairro Jardim Diamante no Programa Minha Praça de Volta.",8471,21/05/2021
6481,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça Joaquim Figueira de Andrade, situada no bairro Jardim Copacabana no Programa Minha Praça de Volta.",8469,21/05/2021
6480,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça Cícero Lima, situada na Avenida Dusmenil Santos Fernandes, no bairro Jardim Itapuã no Programa Minha Praça de Volta.",8467,21/05/2021
6479,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal, a inclusão da Praça Pedro Maldos Rocha, situada na Rua Jesus Garcia, bairro Residencial Royal Park no Programa Minha Praça de Volta.",8466,21/05/2021
6478,2021,Requerimento,Tramitando,"Requer justificativa de ausência da sessão ordinária do dia 20 de maio de 2021, conforme atestado médico anexo.",8465,21/05/2021
6477,2021,Requerimento,Tramitando,"Requer seja oficiado o Governo do Estado de São Paulo solicitando prioridade na vacinação contra COVID-19 para pessoas portadoras do espectro autista, bem como pais, responsáveis ou cuidadores.",8464,21/05/2021
6476,2021,Indicação,Tramitando,"Solicita à Prefeitura Municipal a realização do serviço de pintura no playground localizado na Praça Rubens Castilho, no bairro Jardim Estoril.",8463,21/05/2021
6475,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, inclusão de agendamento de exame de Ressonância Magnética do Crânio  para a Jovem Leticia Monfredini Ribeiro.",8462,21/05/2021
6474,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, inclusão de agendamento de Cirurgia de Cateterismo para a Sra. Deuzelina Luiza de Souza Lima.

",8461,21/05/2021
6473,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO COM O NEUROCIRURGIÃO URGENTE  para o Sr. Adalberto de Oliveira.

",8460,21/05/2021
6472,2021,Documentos Diversos,Tramitando,Encaminha o Ofício D n° 380/2021 – 7ª PJ-SJC  - cientifica dos termos proferidos no Inquérito Civil nº 14.0719.0005367/2016-1 - Apuração de suposta irregularidade no repasse ao IPSM (Instituto de Previdência do Servidor Público Municipal de São José dos Campos) pelo Município de São José dos Campos.,8459,21/05/2021
6471,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO COM GINECOLOGISTA para Alessandra Trannin Almeida. 

",8458,21/05/2021
6470,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO COM O NEUROLOGISTA  para Alessandra Trannin Almeida.

",8457,21/05/2021
6469,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO DE EXAME NASOFIBROSCOPIA para Ariane Trannin Martins.

",8456,21/05/2021
6468,2021,Requerimento,Tramitando,"Requer á Prefeitura Municipal, AGENDAMENTO DE EXAME ELETROCARDIOGRAMA para Alessandra Trannin Almeida.

",8455,21/05/2021
6342,2021,"Parecer da Comissão de Planejamento Urbano, Obras e Transporte",Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 311/2021, Processo nº 6342/2021, de autoria do Ver. Marcão da Academia e demais autores, com prazo do RELATOR até 21 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 11 de junho de 2021 para manifestação de seu voto.
",8454,21/05/2021
6342,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 311/2021, Processo nº 6342/2021, de autoria do Ver. Marcão da Academia e demais autores, com prazo do RELATOR até 21 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 11 de junho de 2021 para manifestação de seu voto.
",8453,21/05/2021
6342,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 311/2021, Processo nº 6342/2021, de autoria do Ver. Marcão da Academia e demais autores, com prazo do RELATOR até 21 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.

Caso se confirme a antecipação do parecer pelo membro RELATOR, garante-se aos DEMAIS MEMBROS da Comissão o prazo até 11 de junho de 2021 para manifestação de seu voto.
",8452,21/05/2021
4105,2021,Parecer Jurídico,Arquivado,"Emenda nº 1 protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade em Plenário.",8448,21/05/2021
1765,2021,Parecer Jurídico,Arquivado,"Emenda nº 1 protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade em Plenário.",8447,21/05/2021
4105,2021,Parecer da Comissão de Saúde,Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Renato Santiago, ao Projeto de Lei nº 205/2021, Processo nº 4105/2021, de autoria dos Vers. Júnior da Farmácia, Dr. José Claudio e Milton Vieira Filho, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8446,21/05/2021
4105,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Renato Santiago, ao Projeto de Lei nº 205/2021, Processo nº 4105/2021, de autoria dos Vers. Júnior da Farmácia, Dr. José Claudio e Milton Vieira Filho, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8445,21/05/2021
4105,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Renato Santiago, ao Projeto de Lei nº 205/2021, Processo nº 4105/2021, de autoria dos Vers. Júnior da Farmácia, Dr. José Claudio e Milton Vieira Filho, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8444,21/05/2021
1765,2021,Parecer da Comissão de Educação e Promoção Social,Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Fabião Zagueiro, ao Projeto de Lei nº 83/2021, Processo nº 1765/2021, de mesma autoria, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8443,21/05/2021
1765,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Fabião Zagueiro, ao Projeto de Lei nº 83/2021, Processo nº 1765/2021, de mesma autoria, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8442,21/05/2021
1765,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Emenda nº 1, protocolada fora do prazo, cuja tramitação foi aprovada por unanimidade na 34ª Sessão Ordinária.

Encaminhamento às Comissões Permanentes para parecer apenas na EMENDA nº 1, proposta pelo Ver. Fabião Zagueiro, ao Projeto de Lei nº 83/2021, Processo nº 1765/2021, de mesma autoria, com prazo do RELATOR até 7 de junho de 2021, e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8441,21/05/2021
6390,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8440,21/05/2021
6383,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8439,21/05/2021
6375,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8438,21/05/2021
6369,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8437,21/05/2021
6368,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8436,21/05/2021
6367,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8435,21/05/2021
6355,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8434,21/05/2021
6354,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8433,21/05/2021
6353,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8432,21/05/2021
6352,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Decreto Legislativo foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8431,21/05/2021
6347,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8430,21/05/2021
6346,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8429,21/05/2021
6345,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8428,21/05/2021
6344,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8427,21/05/2021
6343,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8426,21/05/2021
6342,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8425,21/05/2021
6319,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8424,21/05/2021
6312,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8423,21/05/2021
6305,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8422,21/05/2021
6169,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8421,21/05/2021
6145,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8420,21/05/2021
6133,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8419,21/05/2021
6129,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8418,21/05/2021
6128,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8417,21/05/2021
6127,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8416,21/05/2021
6126,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8415,21/05/2021
6125,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8414,21/05/2021
6124,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8413,21/05/2021
6123,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8412,21/05/2021
5217,2021,Parecer Jurídico,Arquivado,"Certifico que o resumo do Substitutivo ao Projeto de Lei foi lido na 34ª Sessão Ordinária, realizada em 20 de maio de 2021, iniciando-se o prazo para apresentação de emendas, com término às 18 horas de 7 de junho de 2021.

Ainda, junto aos autos o Resultado da Pauta da referida sessão e encaminho o processo à Assessoria Jurídica para parecer.
",8410,21/05/2021
5849,2021,Parecer da Comissão de Saúde,Tramitando,"Encaminhamento às Comissões Permanentes para parecer na EMENDA nº 1, proposta pelo Ver. Marcão da Academia, ao Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8408,21/05/2021
5849,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Tramitando,"Encaminhamento às Comissões Permanentes para parecer na EMENDA nº 1, proposta pelo Ver. Marcão da Academia, ao Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8407,21/05/2021
5849,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Encaminhamento às Comissões Permanentes para parecer na EMENDA nº 1, proposta pelo Ver. Marcão da Academia, ao Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8406,21/05/2021
5849,2021,Parecer da Comissão de Saúde,Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8405,21/05/2021
5849,2021,"Parecer da Comissão de Economia, Finanças e Orçamento",Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8404,21/05/2021
5849,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 276/2021, Processo nº 5849/2021, de autoria do Ver. Júnior da Farmácia, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8403,21/05/2021
5846,2021,Parecer da Comissão de Saúde,Tramitando,"Encaminhamento às Comissões Permanentes para parecer na EMENDA nº 1, proposta pela Verª. Dulce Rita, ao Projeto de Lei nº 275/2021, Processo nº 5846/2021, de autoria dos Vers. Fernando Petiti, Dr. Elton, Marcão da Academia e Dr. José Claudio, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8402,21/05/2021
5846,2021,"Parecer da Comissão de Justiça, Redação e Direitos Humanos",Tramitando,"Encaminhamento às Comissões Permanentes para parecer na EMENDA nº 1, proposta pela Verª. Dulce Rita, ao Projeto de Lei nº 275/2021, Processo nº 5846/2021, de autoria dos Vers. Fernando Petiti, Dr. Elton, Marcão da Academia e Dr. José Claudio, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8401,21/05/2021
5846,2021,Parecer da Comissão de Saúde,Tramitando,"Encaminhamento às Comissões Permanentes para parecer no Projeto de Lei nº 275/2021, Processo nº 5846/2021, de autoria dos Vers. Fernando Petiti, Dr. Elton, Marcão da Academia e Dr. José Claudio, com prazo do RELATOR até 7 de junho de 2021 e DEMAIS MEMBROS em 3 dias úteis após a manifestação do relator.
",8400,21/05/2021
